news_id,source_id,source_post_id,published_at_local,published_at_gmt,modified_at_gmt,title,excerpt,url,author_id,category_ids,category_names,tag_ids,tag_names,content_class,source_quality,matched_tickers,matched_aliases,matched_themes,matched_subthemes,matched_keywords,matched_exclusions,company_score,theme_score,taxonomy_score,exclusion_score,relevance_score,rule_filter_status,filter_status,filter_reason,emerging_candidate,manual_override,filter_rule_version,first_seen_at,last_seen_at
semiengineering_24277484,semiengineering,24277484,2026-06-12,2026-06-12,2026-06-12,Chip Industry Week In Review,14A PDKs; 2nm funding; memory deal; optimizing EUV output; KGD screening; McKinsey’s auto chips report; HW security exploits; humanoids; H-1B policy; diamonds for heat; Europe’s IC progress; imec’s latest; fault-tolerant quantum HW; AI for EDA ontology.,https://semiengineering.com/chip-industry-week-in-review-142/,7,3|51384|51385,Business|Business News|News,11247|131|14069|14787|15443|15992|1707|1728|1765|19249|1927|2054|21359|250|251|2515|252|2625|272|29733|306|3107|347|368|377|39154|397|40|4080|41600|42|42604|4278|45538|45631|49336|51861|51862|5284|535|53639|545|55|55110|55145|55721|56|56910|57638|5864|59164|59246|59250|59818|59857|604|62492|63155|63887|64888|65088|65394|65811|66290|66395|6663|66820|679|6810|69030|69031|69032|69033|69034|69035|69036|69037|69038|69039|69040|7|711|7245|73|8|845,AEIM|AMD|ARM|ASE Group|Alice & Bob|Applied Materials|Battery Booster Facility|Baya Systems|Broadcom|CEA-Leti|CEPA|CISA|CISPA|CXMT|Cadence|Caltech|Calterah|Celera Semiconductor|Check Point|Cisco|D2S|DARPA|ETH Zurich|GE Aerospace|Georgia Tech|GlobalFoundries|H-1B policy|HJL Lithography|Hoover Institution|IQM|ITIF|Infineon|Innosilicon|Intel Corporation|Intel Foundry|KU Leuven|Keysight|Lotus Microsystems|Lumen|MIT|McKinsey|NTT|NXP|Nvidia|Ohio State University|Omdia|Openchip|Peking University|PhysicsX|Purdue University|QBit Semiconductor|Qnity Electronics|Qualinx|Quantix Edge Security|Rambus|Rapidus|SK Hynix|Si2|Siemens Digital Industries Software|Silicon Box|Silicon Quantum Computing|SiliconGate|SinChip Technology|Sony Semiconductor|Sumo Digital|Supermicro|Synopsys|TSMC|Technical University of Munch|Teradyne|Texas Instruments|Tokyo Electron|United Microelectronics|University of Central Florida|University of Florida|University of Osaka|VinRobotics|Wolfspeed|YMTC|Yole Group|chip industry news|computing news|hardware security news|imec|indie|semiconductor news,roundup,B,,,AI Infrastructure|Software,Developer Tools|Equipment,EDA|EUV,,0,5,0,0,5,review,review,moderate_relevance,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24277375,semiengineering,24277375,2026-06-05,2026-06-05,2026-06-05,"Read-Centric DTCO for IGZO FeFETs 3D Heterogeneous AI memories (imec, KU Leuven)","Researchers from imec and KU Leuven have published “DTCO of NOR-Type IGZO FeFETs for 3D Heterogeneous AI Memories: A Read-Centric Perspective”. Abstract excerpt “This work evaluates the viability of NOR-type IGZO FeFETs for 3D heterogeneous AI memories from a read-centric design-technology co-optimization (DTCO) perspective, spanning on-chip back-end-of-line (BEOL) RAMs and hybrid-bonded memory chiplets, and off-chip,… » read more",https://semiengineering.com/read-centric-dtco-for-igzo-fefets-3d-heterogeneous-ai-memories-imec-ku-leuven/,363,47208|47211|47216|48420|48421|9508,AI/ML/DL|Design & Verification|Materials|Memory|Technical Papers|Transistors,2423|3392|3393|377|5864|68981|68982|68983|68984|68985|68986|68987,3D heterogeneous AI memories|BEOL RAM|DTCO|IGZO FeFETs|KU Leuven|NOR FeFET|design-technology co-optimization|imec|memory chiplets|read-centric memory design|sneak current|storage-class memory,technical_paper,B,,,AI Infrastructure|Software,Developer Tools|Equipment,chiplets|design verification,,0,3,4,0,7,review,review,moderate_relevance,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24277084,semiengineering,24277084,2026-06-02,2026-06-02,2026-05-29,Chip Industry Technical Paper Roundup: Jun. 2,Fixed HW implementations of neural networks; LLM inference scaling; silent data corruption detection; NAND flash tunneling; HW-SW co-design benchmarks for SoCs; chiplet side-channel attacks; GPU power management.,https://semiengineering.com/chip-industry-technical-paper-roundup-jun-2/,294,5633|5640,Research|Research: LPHP,1171|1250|1305|264|2831|306|451|49176|50684|51176|61275|6329|6541|68878|754|7844|835,AMD|Argonne National Laboratory|Boston University|CNRS|Columbia University|Cornell University|Google|Grenoble INP – UGA|IBM Research|Micron Technology|NTT Research|Samsung Electronics|Stanford University|TIMA|University of Seoul|Yale University|semiconductor research,roundup,B,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Equipment|Power,chiplet|power management,,0,7,0,0,7,review,review,emerging_candidate,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24277145,semiengineering,24277145,2026-06-02,2026-06-02,2026-06-02,Research Bits: Jun. 2,Integrated valleytronics device; tabletop 3D EUV for research; humidity-sensitive optical data storage.,https://semiengineering.com/research-bits-jun-2/,98,144|5633|5640,Low Power-High Performance|Research|Research: LPHP,10731|1702|3209|3654|49|68896,EUV|University of California San Diego|University of Texas at Austin|monash university|optical data storage|valleytronics,roundup,B,,,AI Infrastructure,Equipment,EUV,,0,3,2,0,5,review,review,moderate_relevance,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24277176,semiengineering,24277176,2026-06-02,2026-06-02,2026-06-02,"Flexible AI-MCU For Fast Inference of Transformer Models At The Ultra-Low-Power Edge (ETH Zurich, U. Bologna)","Researchers from ETH Zurich and University of Bologna have released “CHIMERA: A Flexible and Scalable 3.1 TOPS/W AI-MCU with Transformer Accelerator and 563 Gb/s Shared-L2 Memory Subsystem with QoS Guarantees”. Abstract “We present Chimera, a flexible and scalable Microcontroller Unit (MCU) designed to accelerate real-time inference of rapidly evolving transformer-based models at the ultra-low-power edge… » read more",https://semiengineering.com/flexible-ai-mcu-for-fast-inference-of-transformer-models-at-the-ultra-low-power-edge-eth-zurich-u-bologna/,363,47208|47211|47212|47215|47216|9508,AI/ML/DL|Architectures|Design & Verification|Memory|Power & Performance|Technical Papers,16260|1765|29049|38893|44184|46814|4732|5619|68910|68911|68912|68913|68914|68915|68916|7612|7630,22 nm FDX|AI accelerator|AI-MCU|ETH Zurich|MCUs|QoS|RISC-V cores|University of Bologna|edge AI|edge inference|memory subsystem|quality of service|quality-of-service guarantees|shared L2 memory|transformer accelerator|transformers|ultra-low-power edge AI,technical_paper,B,,,AI Infrastructure|Emerging Research|Software,AI Hardware|Developer Tools|GPU,AI accelerator|design verification,,0,0,4,0,4,review,review,moderate_relevance,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24277192,semiengineering,24277192,2026-06-02,2026-06-02,2026-06-02,"Using Graph Attention for Virtual Metrology in Semiconductor Manufacturing (Intel Foundry, ASU)","Researchers from Arizona State University and Intel Foundry have published “Graph Attention-Based Virtual Metrology for Film Deposition Processes in Semiconductor Manufacturing”. Abstract “Artificial intelligence-driven semiconductor manufacturing increasingly operates at nanometer and angstrom scales, where precise process control depends on accurate and timely metrology. However, physical metrology is limited by measurement latency, cost, and sampling constraints,… » read more",https://semiengineering.com/using-graph-attention-for-virtual-metrology-in-semiconductor-manufacturing-asu-intel-foundry/,363,47208|47214|48422|9508,"AI/ML/DL|Manufacturing|Technical Papers|Test, Measurement, Analytics tech papers",13776|4192|45487|46532|472|57638|68932|68933|68934|68935|68936|68937,Arizona State University|Intel Foundry|equipment sensor data|film deposition|graph attention|parameter-layer dependency modeling|process monitoring|process optimization|semiconductor manufacturing|temporal feature learning|virtual metrology|wafer-level metrology,technical_paper,B,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Equipment,latency|metrology|process control|wafer level,,0,4,2,0,6,review,review,emerging_candidate,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24277104,semiengineering,24277104,2026-06-01,2026-06-01,2026-06-01,The Sub-2nm Paradox,"Reducing variation in manufacturing, monitoring behavior over time, and targeting specific workloads can have a big impact on power, performance, and area/cost.",https://semiengineering.com/the-sub-2nm-paradox/,43,145|149,"Manufacturing, Packaging and Materials|Special Reports",11049|1118|15702|17023|1920|21|42|469|55721|57638|6521|68|68885|68886|7,14A|16 angstroms|CFETs|Intel|Intel Foundry|Lam Research|Rapidus|Samsung|Synopsys|TSMC|device scaling|high-NA EUV|margin|photonics|proteanTecs,unknown,C,,,AI Infrastructure|Emerging Research,Bottleneck|Equipment,EUV|high NA EUV|packaging,,0,0,4,0,4,review,review,moderate_relevance,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276911,semiengineering,24276911,2026-05-29,2026-05-29,2026-06-01,Chip Industry Week In Review,AI panel-level packaging innovations at ECTC; cool HBM; 2nm EDA tools; side-channel attacks in 2.5/3D; Huawei claims; IC talent initiative; glass core substrates; memory test facility; Taiwan investments; SiC teamup; DRAM sizing; sequentially stacking silicon; MIPI A-PHY SerDes automotive compliance.,https://semiengineering.com/chip-industry-week-in-review-140/,7,3|51384|51385,Business|Business News|News,10146|10327|10546|1236|12926|1305|14185|15685|1588|1639|1702|185|1974|21|22|24316|251|2590|272|2826|3269|3336|368|377|445|4464|44889|44953|463|466|4682|46845|47301|474|48307|49276|51861|5234|5284|535|545|57638|57790|58082|61204|63314|64450|65151|662|66589|666|66971|679|68|6804|68874|68875|68876|68877|68878|7|703|714|756|7858|8|8111|9513,3D Glass Solutions|ASE|ASML|Arizona Commerce Authority|Boise State|Brewer Science|CEA-Leti|Cadence|Credo|Cyient Semiconductors|DustPhotonics|ECTC conference news|EPFL|EV Group|Enteris|Ferrari|Fraunhofer FMD|Fujifilm|FuriosaAI|GCCS|Georgia Tech|GlobalPlatform|Grenoble INP – UGA|Huawei|IBM|Infineon|Infosys|Intel|Intel Foundry|JSR|KAIST|Keysight|LG Innotek|Lam Capital|Lightfinder|Lintec|MIPI|Marvell|Micron Technology|NNME|NSA|NY Creates|Purdue University|Qualcomm|Quanscient|Rambus|Rutgers University|SEMI|SEMI Foundation|SIA|SK Hynix|Samsung|Samsung Foundry|Siemens|Soitec|Synopsys|Tesla|TrendForce|UIUC|UNIST|USI|UT Austin|X-FAB|Yole|advanced packaging news|imec|monash university|semiconductor news,roundup,B,,,AI Infrastructure|Emerging Research|Software,AI Hardware|Bottleneck|Developer Tools|Equipment|Memory,EDA|HBM|advanced packaging|packaging,,0,7,2,0,9,review,review,emerging_candidate,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276933,semiengineering,24276933,2026-05-28,2026-05-28,2026-05-27,Swapping Out Chiplets: I/Os Vs. Compute,"Multi-die assemblies give chip architects the option to change some dies while keeping the rest of the system intact, but which is best to keep?",https://semiengineering.com/swapping-out-chiplets-i-os-vs-compute/,1357,143|2,System-Level Design|Top Stories,10202|12900|170|18|2566|270|41111|5284|62492|64641|65004|67132|7|8,3D ICs|Altera|Arteris|Axiomise|Baya Systems|Cadence|ChipAgents|I/Os|Keysight|Synopsys|Vinci|chiplets|interconnects|multi-die assemblies,editorial,A,,,AI Infrastructure,Equipment,chiplets,,0,6,2,0,8,review,review,moderate_relevance,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276942,semiengineering,24276942,2026-05-28,2026-05-28,2026-05-27,Observability Is Essential For Modern Silicon,"What on-die visibility reveals, and why it’s especially important for AI, automotive, aerospace, and advanced packaging.",https://semiengineering.com/observability-is-essential-for-modern-silicon/,3,143|2|5,Round Tables|System-Level Design|Top Stories,12423|18|336|44868|45448|60910|62492|67132|68861|68862|68863|7|8,Arteris|Baya Systems|Cadence|DFT|Keysight EDA|Movellus|Siemens EDA|Synopsys|Vinci|in-silicon visibility|on-chip visibility|on-die visibility|silicon lifecycle management,editorial,B,,,AI Infrastructure|Emerging Research|Software,AI Hardware|Bottleneck|Developer Tools|Equipment,EDA|advanced packaging|packaging,,0,5,2,0,7,review,review,emerging_candidate,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276899,semiengineering,24276899,2026-05-27,2026-05-27,2026-05-26,Rethinking AI-Scale Data Center Validation,10 reasons 1.6T demands a new class of test systems.,https://semiengineering.com/rethinking-ai-scale-data-center-validation/,1097,143|4,System-Level Design|Whitepapers,1180|1325|5284|61031|61038|68841|68842,1.6T Ethernet|1.6T Ethernet validation|AI workloads|Ethernet|Keysight|tail latency|validation,whitepaper,C,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Optical,1.6T|data center|latency,,0,4,2,0,6,review,review,emerging_candidate,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276670,semiengineering,24276670,2026-05-20,2026-05-20,2026-05-20,"Four-Tier Memory Hierarchy for LLM Reasoning (USC, UW)","A new technical paper, “Not All Thoughts Need HBM: Semantics-Aware Memory Hierarchy for LLM Reasoning,” was published by researchers at USC and University of Wisconsin-Madison. Abstract “Reasoning LLMs produce thousands of chain-of-thought tokens whose KV cache must reside in scarce GPU HBM. The dominant response — permanently evicting low-importance tokens — is catastrophic for reasoning:… » read more",https://semiengineering.com/four-tier-memory-hierarchy-for-llm-reasoning-usc-uw/,363,47208|47211|47215|9508,AI/ML/DL|Memory|Power & Performance|Technical Papers,1613|1768|2503|58716|59201|63820|65042|68762|961,DDR|GPU-CPU|HBM|KV cache|LLM|University of Southern California|University of Wisconsin-Madison|semantics-aware memory hierarchy|tokens,technical_paper,B,,,AI Infrastructure|Emerging Research,AI Hardware|Memory,HBM,,0,5,2,0,7,review,review,moderate_relevance,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276681,semiengineering,24276681,2026-05-19,2026-05-19,2026-05-18,Chip Industry Technical Paper Roundup: May 19,Micro-transfer printing for silicon photonics; 2D electronics for CFETs; ANN thermal-aware GAA FET modeling; optical phased arrays; ferroelectric tunnel junctions for image generation; functional safety and PPA evaluation.,https://semiengineering.com/chip-industry-technical-paper-roundup-may-19/,294,5633|5640,Research|Research: LPHP,15905|16156|2497|3590|377|45840|47283|51176|5380|545|59788|6239|68700|68701|7|711,Ghent University|Hanyang University|Istituto Italiano di Tecnologia|Jeonbuk National University|Kyonggi University|MIT|National Yang Ming Chiao Tung University|Politecnico di Torino|SK Hynix|Seoul National University|Shanghai University|Sogang University|Sungkyunkwan University|Synopsys|imec|semiconductor research,roundup,B,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Optical,silicon photonics|thermal,,0,5,0,0,5,review,review,emerging_candidate,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276661,semiengineering,24276661,2026-05-18,2026-05-18,2026-05-18,"HW-Native, GPU Compiler for Large-scale ML Production Systems (UC San Diego, Meta)","A new technical paper, “TLX: Hardware-Native, Evolvable MIMW GPU Compiler for Large-scale Production Environments,” was published by researchers at UC San Diego and Meta. Abstract “Modern GPUs increasingly rely on specialized hardware units and asynchronous coordination mechanisms, so performance depends on orchestrating data movement, tensor-core computation, and synchronization rather than exposing more thread-level parallelism. This… » read more",https://semiengineering.com/hw-native-gpu-compiler-for-large-scale-ml-production-systems-uc-san-diego-meta/,363,47208|47211|47212|47215|9508,AI/ML/DL|Architectures|Memory|Power & Performance|Technical Papers,1091|15309|2316|3941|4834|68752|68754|68756|68765,AI|Compiler|GPU|Meta|UC San Diego|multi-instruction multi-warp|programming-model tension|tensor-core computation|thread-level parallelism,technical_paper,B,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Networking,data movement,,0,5,0,0,5,review,review,emerging_candidate,True,False,news_filter_v1_1,2026-06-14,2026-06-25
